"V1" "V2" "V3"
"1" 1.66905370036933e-05 0.389195257265614 0.610788052197382
"2" 1.0795765244782e-10 0.751152358536943 0.248847641355099
"3" 0.845632650669808 0.0795432721054645 0.0748240772247272
"4" 3.01380255972253e-05 0.0317431336249779 0.968226728349425
"5" 0.016631933389408 0.655817020904138 0.327551045706454
"6" 0.188627509046298 0.116690675959001 0.6946818149947
"7" 0.285408545748598 0.00731198505943988 0.707279469191962
"8" 0.0330042450360439 0.944539862829686 0.02245589213427
"9" 0.349965428387011 0.000709578609249166 0.64932499300374
"10" 0.000858920175899574 0.305628147654828 0.693512932169272
"11" 0.00157460759935784 0.908193094428383 0.0902322979722592
"12" 0.000645955280736201 0.0821128569704906 0.917241187748773
"13" 0.0653683114082398 0.130912229412988 0.803719459178772
"14" 0.000248998436242303 0.507475433040543 0.492275568523214
"15" 0.0119027437894733 0.293026681949854 0.695070574260673
"16" 0.0265505366363632 0.411391436946676 0.56205802641696
"17" 0.0782229803056504 0.276641455283396 0.645135564410954
"18" 0.308575708924279 0.0974109665954165 0.594013324480305
"19" 0.00014859198623195 0.270738875470294 0.729112532543474
"20" 0.0452955230118363 0.163621676873604 0.79108280011456
"21" 1.01872066378632e-06 0.250847586953097 0.749151394326239
"22" 0.00013431157096363 0.404519592756872 0.595346095672164
"23" 0.00235676403458705 0.469158613601376 0.528484622364037
"24" 0.122160279396011 0.180947555397111 0.696892165206878
"25" 0.334518649105612 0.607357161199469 0.0581241896949184
"26" 0.00534878508408029 0.643155170175343 0.351496044740576
"27" 0.193423563866501 0.460483268876854 0.346093167256645
"28" 0.107908124589732 0.782690837600157 0.109401037810111
"29" 0.0190089984408515 0.323273206366998 0.657717795192151
"30" 0.00987831295912068 0.0639776900132534 0.926143997027626
"31" 0.363628968880999 0.100402983964879 0.535968047154122
"32" 0.00301297997852349 0.715186276700594 0.281800743320882
"33" 0.00250972351269101 0.465852115765533 0.531638160721776
"34" 1.43932331903394e-05 0.00711852276915648 0.992867083997653
"35" 0.00229722197568614 0.0304198582737002 0.967282919750614
"36" 0.0818546193285054 0.18929496013237 0.728850420539125
"37" 0.727705501387068 0.0430126300410876 0.229281868571845
"38" 2.97784858038241e-05 0.00349750668538823 0.996472714828808
"39" 0.0725297732840127 0.0121681463181257 0.915302080397862
"40" 0.0211728163764285 0.0727737667963669 0.906053416827205
"41" 0.000315074603306174 0.0464737148859988 0.953211210510695
"42" 0.160045915333293 0.134112388400864 0.705841696265844
"43" 0.376533312242084 0.123319366486867 0.500147321271049
"44" 0.25074240517415 0.246934893814494 0.502322701011357
"45" 4.24757745427491e-10 0.00013193962626593 0.999868059948976
"46" 0.293811486724767 0.159464307593267 0.546724205681966
"47" 0.147955660241641 0.767735187418832 0.0843091523395277
"48" 0.0640796258458676 0.260381734666869 0.675538639487263
"49" 0.377834349087259 0.00193263705088598 0.620233013861855
"50" 0.0241798599173262 0.0942193386606247 0.881600801422049
"51" 0.526052163018211 0.099545257685104 0.374402579296685
"52" 0.265118117598041 0.245189542563498 0.489692339838461
"53" 0.399669671718617 0.365785954000866 0.234544374280517
"54" 0.188184045724918 0.15024722055575 0.661568733719332
"55" 0.917532111863135 0.0366702242080209 0.0457976639288444
"56" 0.802528921666358 0.0961617001401965 0.101309378193445
"57" 0.857914289851451 6.84509068702606e-05 0.142017259241678
"58" 0.856688790771246 0.00252127267714942 0.140789936551605
"59" 0.399698751656242 0.0374223972469453 0.562878851096812
"60" 0.684445974269923 0.167268106745475 0.148285918984602
