"V1" "V2" "V3"
"1" 0.131042919233617 0.014646705051514 0.854310375714869
"2" 0.00199240176459495 0.0607021195896777 0.937305478645727
"3" 0.0356184709337914 0.0588104858206434 0.905571043245565
"4" 0.000360750220637275 0.30376877329841 0.695870476480953
"5" 0.00357396456503007 0.748538165555832 0.247887869879138
"6" 0.00205759548164419 0.801807476495865 0.19613492802249
"7" 0.0538029801733579 0.298870899588202 0.64732612023844
"8" 0.00691482996499795 0.443643955245944 0.549441214789058
"9" 5.5162724730907e-07 0.768069821790957 0.231929626581795
"10" 3.73123675389752e-08 0.536955899986659 0.463044062700974
"11" 0.105051906656476 0.154962238318142 0.739985855025382
"12" 0.0011026555694882 0.712867022916671 0.286030321513841
"13" 0.000866504308776383 0.380306714510938 0.618826781180286
"14" 2.90043678993118e-08 0.590994109456999 0.409005861538633
"15" 0.319081211491013 0.148635572215455 0.532283216293532
"16" 0.414166071603702 0.389123340976985 0.196710587419313
"17" 0.370076561547483 0.235891852558697 0.39403158589382
"18" 3.31944790814675e-06 0.376039206433733 0.623957474118359
"19" 1.39078838729669e-06 0.746507233807325 0.253491375404287
"20" 3.81837461874564e-08 0.162342163012222 0.837657798804032
"21" 0.011592925860415 0.0518260484732584 0.936581025666327
"22" 5.37468271262037e-05 0.00822442006802448 0.991721833104849
"23" 0.326055881418723 0.404258550784977 0.2696855677963
"24" 0.0830722895819481 0.0283360103094901 0.888591700108562
"25" 0.0937424086587465 0.380624670592655 0.525632920748598
"26" 0.00272254375056976 0.655018830146955 0.342258626102475
"27" 0.0317242437644217 0.167342870213489 0.800932886022089
"28" 0.0249427021833356 0.511955279242358 0.463102018574306
"29" 0.000163597887596955 0.126003796880223 0.87383260523218
"30" 0.000738903578093786 0.0624090849424946 0.936852011479412
"31" 8.39636637168999e-07 0.88903213558508 0.110967024778283
"32" 0.0539513401853794 0.543098067254668 0.402950592559953
"33" 0.0823091661923006 0.729723014571792 0.187967819235907
"34" 8.58501304597632e-06 0.112606267134628 0.887385147852326
"35" 9.13452117560882e-06 0.00674337265526734 0.993247492823557
"36" 1.16624363217332e-08 0.399894044479872 0.600105943857692
"37" 0.118304742611195 0.0314066847146402 0.850288572674165
"38" 0.172008678534767 0.00402501517176236 0.823966306293471
"39" 0.136364531069767 0.00742319565835502 0.856212273271878
"40" 0.0430341668541879 0.00457504770699407 0.952390785438818
"41" 0.0624019556504908 0.267727156521076 0.669870887828433
"42" 0.12822153251381 0.177154869815661 0.694623597670529
"43" 5.00326251165277e-05 0.102643873477497 0.897306093897387
"44" 1.85338258316764e-07 0.844930154676896 0.155069659984846
"45" 0.000519227344463519 0.0737273927140112 0.925753379941525
"46" 7.41604110550755e-06 0.219180424818784 0.78081215914011
"47" 1.59488220215136e-05 0.827397572578882 0.172586478599096
"48" 0.0464116717504453 0.0111357034716434 0.942452624777911
"49" 0.00492655745926496 0.118761970229623 0.876311472311112
"50" 3.92147394133145e-05 0.0010943260089015 0.998866459251685
"51" 0.405672323474167 0.0827486840714362 0.511578992454396
"52" 0.429308135386288 0.298641769263443 0.272050095350269
"53" 0.203948915599557 0.722306455817023 0.07374462858342
"54" 0.00163281407985647 0.924382035834123 0.0739851500860207
"55" 0.670865079313431 0.302855037964907 0.0262798827216622
"56" 0.0930372626823654 0.56789128808841 0.339071449229224
"57" 0.335348897021017 0.158316115698057 0.506334987280926
"58" 0.876252615824489 0.0924115820635116 0.0313358021119989
"59" 0.813385027360478 0.0548952214436618 0.13171975119586
"60" 0.533292988534986 0.197967858939199 0.268739152525815
"61" 0.230932726013614 0.674125048622534 0.0949422253638512
"62" 0.681944891370022 0.276998192001819 0.0410569166281594
"63" 0.735017382372556 0.15951146740014 0.105471150227305
"64" 0.0381095919750998 0.00657720014087368 0.955313207884027
"65" 0.911242623476658 0.00429416876878172 0.0844632077545604
"66" 0.0977007210899129 0.830762463409945 0.0715368155001423
"67" 0.361082163972246 0.59200233284921 0.0469155031785439
"68" 0.13711594995903 0.717894348266224 0.144989701774746
"69" 0.998665644623226 0.00102384119761456 0.000310514179159076
"70" 0.727346571238214 0.162348611197282 0.110304817564504
"71" 0.424682742405927 0.239980043022667 0.335337214571407
"72" 0.689647803126487 0.184830393434764 0.125521803438749
"73" 0.748600349649862 0.199018227920535 0.0523814224296032
"74" 0.938872525898291 0.059861246702138 0.00126622739957145
"75" 0.564747172141137 0.158137348937748 0.277115478921115
"76" 0.390853520991743 0.411777918453742 0.197368560554515
"77" 0.147163051144639 0.385048667459222 0.467788281396139
"78" 0.244147074810117 0.1124310087963 0.643421916393584
"79" 0.887893740273709 0.108932821566493 0.00317343815979829
"80" 0.319135229084811 0.659731486718583 0.0211332841966066
"81" 0.80006819562134 0.0922639533058316 0.107667851072828
"82" 0.695237718026534 0.21994250844153 0.0848197735319358
"83" 0.561391323092273 0.0711261268902333 0.367482550017494
"84" 0.895655570790119 0.00233667650784611 0.102007752702035
"85" 0.704625786948681 0.196292724060438 0.0990814889908803
"86" 0.13714505179272 0.834742236082283 0.0281127121249968
"87" 0.0953643698781797 0.110899110563815 0.793736519558006
"88" 0.76115876158843 0.0412505836640419 0.197590654747529
"89" 0.0673466047089856 0.170978183153248 0.761675212137766
"90" 0.8405181430129 0.00435415629078444 0.155127700696315
"91" 0.950343915110971 0.00128018543453714 0.0483758994544919
"92" 0.848049719037867 0.149405441641955 0.00254483932017776
"93" 0.875129785863428 0.0853729840530147 0.0394972300835576
"94" 0.925987517313887 0.0698272210448203 0.0041852616412932
"95" 0.71558691164271 0.138545765666167 0.145867322691123
"96" 0.834213553048719 0.00283874703339849 0.162947699917883
"97" 0.114608675913499 0.590798536698147 0.294592787388354
"98" 0.188776366341336 0.234960895638833 0.576262738019831
"99" 0.575310777838429 0.257481049158662 0.167208173002909
"100" 0.332157344080778 0.637598020676276 0.0302446352429464
"101" 0.886990202284862 0.0110134433302952 0.101996354384843
"102" 0.329091727401426 1.75068142880627e-08 0.67090825509176
"103" 0.0307038747743844 4.45846915997962e-11 0.969296125181031
"104" 6.98971191684468e-05 0.013343734759669 0.986586368121163
"105" 0.000950303521265369 0.986604172009596 0.0124455244691388
"106" 0.12281308915572 0.876119294475267 0.00106761636901245
"107" 0.927061026584329 3.50480864029485e-10 0.0729389730651905
"108" 0.999991344837443 2.32635453356346e-24 8.65516255727692e-06
"109" 0.983970637489367 6.86089569129855e-13 0.0160293625099468
"110" 0.000256511402726836 0.0406336725616442 0.959109816035629
"111" 0.0323794098740163 3.64290386858839e-10 0.967620589761693
"112" 0.989182420341244 3.95104833461091e-15 0.0108175796587519
"113" 0.398603131269593 0.000432724563852278 0.600964144166555
"114" 0.418704415877898 0.580919109525809 0.000376474596292357
"115" 0.983443861134493 0.0034521923282177 0.0131039465372894
"116" 3.93516343656126e-06 2.22371996474504e-05 0.999973827636916
"117" 0.953818838153198 0.000660650078540698 0.0455205117682615
"118" 0.999025902422559 2.52403960936074e-09 0.000974095053401596
"119" 0.419019130720387 6.61793933430181e-10 0.580980868617819
"120" 0.998186133241565 2.36580013867925e-05 0.00179020875704808
"121" 0.000104364106180537 0.999895635069642 8.24177805461034e-10
"122" 0.659960403830134 1.41538553897821e-05 0.340025442314476
"123" 0.488421528086716 0.0246594635248749 0.48691900838841
"124" 0.890519756643172 0.107183402053868 0.00229684130296021
"125" 0.994578951448276 0.00542104841960728 1.32117015962692e-10
"126" 0.999809506370271 1.54602695565145e-10 0.000190493475126227
"127" 0.454940450957835 0.00241534210163729 0.542644206940528
"128" 0.255243619530557 0.232972621402119 0.511783759067324
"129" 0.757505920097214 0.218821483356325 0.0236725965464613
"130" 0.00601644073209836 0.895233386345648 0.0987501729222541
